stockRef,shape,color,clarity,lab,certiNo,treatment,weight,pricePerCts,discPerc,country,measurements,depthPerc,tablePerc,crownAngle,crownHeight,pavalionAngle,pavalionDepth,girdle,girdleThin,girdlePerc,girdleCondition,culetSize,culetCondition,polish,symmetry,fluorescenceIntensity,fluorescenceColor,fancyColor,fancyIntensity,fancyOvertone,pairStockRef,isMatchedPairSeparable,cutGrade,length,width,height,videoLink,certComment,keyToSymbols,certIssueDate,starLength,webLink,laserInscription,shade,Rap Price,lowerHalf,memberComment,blackcrown,blacktable,eyeclean,whitecrown,whitetable,handa,availability,cashDiscPrice,milky,enhancements,city,origin,cashDiscPerc,blackinclusion,identificationMarks,state,forTradeShow,CertiWebLink,LastCustomer,StoneLocation,CostPerCts,NotForWeb,T2A,Ratio,DeptCode,Stock Status
JBPD551B,CB,F,IF,GIA,7513352492,,2.05000,10989.00000,-40.60000,HONG KONG,8.55x7.14x4.59,64.20,66.00,0.00,0.00,0.00,0.00,THN to STK,Thin,0.00,Faceted,None,None,EX,EX,None,,,,,,,,8.55,7.14,4.59,http://image.simgems.com/images/JBPD551B,Minor details of polish are not shown.,,05/02/2025 12:00:00 AM,0.00,JBPD551B,Y,None,18500.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC0,BT0,EC0,WC0,WT0,NA,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=7513352492,SIM GEMS USA INC,USA,18500.00000,False,,1.197,,M
JBPD529F,EM,D,FL,GIA,1513362285,,3.11000,22453.20000,-46.54000,HONG KONG,10.21x7.28x4.40,60.40,67.00,0.00,0.00,0.00,0.00,THK,,0.00,Polished,None,None,EX,EX,None,,,,,,,,10.21,7.28,4.40,,,,05/02/2025 12:00:00 AM,0.00,,Y,None,42000.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-2720,BC0,BT0,EC0,WC0,WT0,NA,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=1513362285,SIM GEMS USA INC,USA,42000.00000,False,TYPE lla,1.402,,M
JBPD555A,CB,J,VS1,GIA,1515362912,,4.65000,10127.70000,-38.62000,HONG KONG,11.73x9.07x6.03,66.50,60.00,0.00,0.00,0.00,0.00,STK to VTK,,0.00,Faceted,None,None,EX,EX,None,,,,,,,,11.73,9.07,6.03,http://image.simgems.com/images/JBPD555A,Clouds are not shown. Pinpoints are not shown.,"Crystal, Needle",05/02/2025 12:00:00 AM,0.00,JBPD555A,Y,None,16500.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-2720,BC2,BT1,EC0,WC1,WT0,NA,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=1515362912,SIM GEMS USA INC,USA,16500.00000,False,,1.293,,M
JBPD538A,OVB,K,VS2,GIA,6511360341,,5.62000,9207.00000,-40.60000,HONG KONG,14.61x9.77x6.13,62.80,62.00,0.00,0.00,0.00,0.00,MED to THK,Medium,0.00,Faceted,None,None,EX,EX,None,,,,,,,,14.61,9.77,6.13,http://image.simgems.com/images/JBPD538A,Clouds are not shown. Pinpoints are not shown.,"Crystal, Feather, Needle",05/02/2025 12:00:00 AM,0.00,JBPD538A,Y,None,15500.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-2720,BC1,BT1,EC0,WC1,WT1,NA,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6511360341,SIM GEMS USA INC,USA,15500.00000,False,,1.495,,M
JBPD511B,OVB,D,FL,GIA,2235493656,,13.03000,69260.40000,-47.53000,HONG KONG,19.19x13.13x8.17,62.20,62.00,0.00,0.00,0.00,0.00,STK to VTK,,0.00,Faceted,None,None,EX,EX,None,,,,,,,,19.19,13.13,8.17,,,,04/02/2025 12:00:00 AM,0.00,,Y,None,132000.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-2720,BC0,BT0,EC0,WC0,WT0,NA,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=2235493656,,HONG KONG,75000.00000,False,TYPE lla,1.462,,A
5436,RD,H,IF,GIA,1505183834,,3.01000,15159.96900,-43.85197,HONG KONG,9.16-9.22x5.71,62.10,58.00,36.00,15.50,40.80,43.00,STK,,4.00,Faceted,None,None,EX,EX,None,,,,,,,EX,9.22,9.16,5.71,http://image.simgems.com/images/5436,Minor details of polish are not shown.,,02/09/2024 12:00:00 AM,50.00,5436,Y,None,27000.00000,80.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-2720,BC0,BT0,EC0,WC0,WT0,,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=1505183834,,HONG KONG,14580.00000,False,,1.007,ENT,A
VS3389,RD,G,VVS1,GIA,6111211039,,2.01000,11175.31800,-39.59288,HONG KONG,8.09-8.14x5.01,61.70,59.00,35.50,15.00,41.20,43.50,MED,Medium,3.50,Faceted,None,None,EX,EX,None,,,,,,,EX,8.14,8.09,5.01,,Surface graining is not shown.,"Cavity, Feather",11/11/2024 12:00:00 AM,50.00,,Y,,18500.00000,75.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=6111211039,Cheang Bak Van Hong,HONG KONG,10360.00000,False,,1.006,,M
VISA226A,Modified Shield Step,F,VS2,GIA,1513121165,,0.50000,1584.00000,-22.00000,HONG KONG,3.84x6.60x2.38,36.10,77.00,0.00,0.00,0.00,0.00,MED to THK,Medium,0.00,Polished,None,None,EX,EX,None,,,,,,,,3.84,6.60,2.38,,,Feather,03/01/2025 12:00:00 AM,0.00,,Y,,0.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=1513121165,"SPARKLES N MORE CO., LTD",HONG KONG,1584.00000,False,,0.582,,M
VISA226B,Modified Shield Step,F,VVS2,GIA,7511121355,,0.50000,1584.00000,-22.00000,HONG KONG,3.83x6.60x2.36,35.70,75.00,0.00,0.00,0.00,0.00,MED to VTK,Medium,0.00,Polished,None,None,EX,EX,None,,,,,,,,3.83,6.60,2.36,,,"Feather, Chip, Indented Natural",03/01/2025 12:00:00 AM,0.00,,Y,,0.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=7511121355,"SPARKLES N MORE CO., LTD",HONG KONG,1800.00000,False,,0.580,,M
BRM05G,PSM,UV,SI1,GIA,2235470249,,1.05000,1188.00000,-34.00000,HONG KONG,8.75x5.42x3.23,59.70,68.00,0.00,0.00,0.00,0.00,VTK,,0.00,Faceted,None,None,VG,VG,Faint,,,,,,,,8.75,5.42,3.23,http://image.simgems.com/images/BRM05G,Surface graining is not shown.,"Feather, Etch Channel, Indented Natural",23/01/2025 12:00:00 AM,0.00,BRM05G,Y,,1800.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=2235470249,,HONG KONG,1800.00000,False,,1.614,,A
JBPD507G,CMB,ST,IF,GIA,2235486614,,2.33000,2475.00000,-45.00000,HONG KONG,8.97x6.62x4.46,67.50,64.00,0.00,0.00,0.00,0.00,VTK,,0.00,Faceted,None,None,EX,VG,None,,,,,,,,8.97,6.62,4.46,http://image.simgems.com/images/JBPD507G,Minor details of polish are not shown.,,03/02/2025 12:00:00 AM,0.00,JBPD507G,Y,,4500.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=2235486614,,HONG KONG,4500.00000,False,,1.355,,A
SRVD98A2,PSB,D,IF,GIA,7511452389,,0.43000,1450.00000,-50.00000,HONG KONG,7.13x4.23x2.45,58.00,63.00,0.00,0.00,0.00,0.00,MED to VTK,Medium,0.00,Faceted,None,None,EX,EX,None,,,,,,,,7.13,4.23,2.45,,,Minor Details Of Polish,17/02/2025 12:00:00 AM,0.00,,Y,,2900.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=7511452389,SIM GEMS USA INC,USA,2900.00000,False,,1.686,,M
JBPD517C,OVB,D,FL,GIA,2517433909,,1.05000,5984.55000,-35.65000,HONG KONG,8.48x5.68x3.27,57.50,61.00,0.00,0.00,0.00,0.00,STK to VTK,,0.00,Faceted,None,None,EX,EX,None,,,,,,,,8.48,5.68,3.27,,,,18/02/2025 12:00:00 AM,0.00,,Y,,9300.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=2517433909,SIM GEMS USA INC,USA,9300.00000,False,,1.493,,M
VACH3B,EM,G,VVS1,GIA,6511390109,,2.18000,8236.80000,-48.52000,HONG KONG,8.95x6.37x3.97,62.30,66.00,0.00,0.00,0.00,0.00,MED to THK,Medium,0.00,Polished,None,None,EX,EX,None,,,,,,,,8.95,6.37,3.97,,Clarity grade is based on internal graining that is not shown.,,17/02/2025 12:00:00 AM,0.00,,Y,,16000.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=6511390109,SIM GEMS USA INC,USA,16000.00000,False,,1.405,,M
JBPD526A,CB,H,VS1,GIA,6512452392,,3.03000,12548.25000,-35.65000,HONG KONG,10.38x8.10x5.24,64.60,65.00,0.00,0.00,0.00,0.00,MED to THK,Medium,0.00,Faceted,None,None,EX,EX,None,,,,,,,,10.38,8.10,5.24,,Additional clouds are not shown. Pinpoints are not shown.,"Cloud, Needle",17/02/2025 12:00:00 AM,0.00,,Y,,19500.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-2720,,,,,,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=6512452392,SIM GEMS USA INC,USA,19500.00000,False,,1.281,,M
JBPD553A,RD,G,VS1,GIA,6512390118,,3.09000,14726.54700,-39.89164,HONG KONG,9.41-9.44x5.73,60.80,60.00,31.50,12.50,41.80,44.50,MED to THK,Medium,4.00,Faceted,None,None,EX,EX,None,,,,,,,EX,9.44,9.41,5.73,,"Additional clouds, pinpoints and surface graining are not shown.","Cloud, Needle",17/02/2025 12:00:00 AM,50.00,,Y,,24500.00000,80.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-2720,,,,,,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=6512390118,SIM GEMS USA INC,USA,24500.00000,False,,1.003,,M
JBPD560,OVB,I,VS1,GIA,5516433003,,5.13000,16914.15000,-33.67000,HONG KONG,13.53x9.68x6.13,63.30,58.00,0.00,0.00,0.00,0.00,MED to THK,Medium,0.00,Faceted,None,None,EX,EX,None,,,,,,,,13.53,9.68,6.13,,Pinpoints are not shown. Internal graining is not shown.,"Crystal, Needle",17/02/2025 12:00:00 AM,0.00,,Y,,25500.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-2720,,,,,,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=5516433003,SIM GEMS USA INC,USA,25500.00000,False,,1.398,,M
JNK40A,CB,H,VVS1,GIA,2235492171,,8.52000,26680.50000,-30.70000,HONG KONG,15.26x11.14x6.97,62.50,56.00,0.00,0.00,0.00,0.00,STK to VTK,,0.00,Faceted,None,None,EX,EX,None,,,,,,,,15.26,11.14,6.97,http://image.simgems.com/images/JNK40A,Clarity grade is based on internal graining that is not shown.,,04/02/2025 12:00:00 AM,0.00,JNK40A,Y,,38500.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-2720,,,,,,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=2235492171,SIM GEMS USA INC,USA,38500.00000,False,,1.370,,M
JBPD513G,SQEM,D,FL,GIA,6237492310,,10.50000,69260.40000,-47.53000,HONG KONG,12.68x12.43x7.29,58.70,66.00,0.00,0.00,0.00,0.00,STK,,0.00,Polished,None,None,EX,EX,None,,,,,,,,12.68,12.43,7.29,,,,04/02/2025 12:00:00 AM,0.00,,Y,None,132000.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-2720,BC0,BT0,EC0,WC0,WT0,NA,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6237492310,SIM GEMS USA INC,USA,75000.00000,False,TYPE lla,1.020,,M
SBR04F,PSM,F,IF,GIA,5232492430,,0.58000,1441.44000,-48.52000,HONG KONG,7.34x4.38x2.81,64.10,67.00,0.00,0.00,0.00,0.00,VTK,,0.00,Faceted,None,None,EX,VG,None,,,,,,,,7.34,4.38,2.81,,,Minor Details Of Polish,06/02/2025 12:00:00 AM,0.00,,Y,,2800.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=5232492430,,HONG KONG,2800.00000,False,,1.676,,A
VISA352C,PSB,E,SI1,GIA,1513323980,,3.01000,12771.00000,-40.60000,HONG KONG,13.06x8.06x4.88,60.50,61.00,0.00,0.00,0.00,0.00,THK,,0.00,Faceted,None,None,EX,EX,Faint,,,,,,,,13.06,8.06,4.88,,Additional clouds are not shown. Pinpoints are not shown.,"Feather, Crystal, Cloud, Needle",18/02/2025 12:00:00 AM,0.00,,Y,,21500.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-2720,,,,,,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=1513323980,SIM GEMS USA INC,USA,10771.09635,False,,1.620,NFE,M
JBPD507B,CMB,YZ,VS2,GIA,2233494235,,4.38000,3366.00000,-50.50000,HONG KONG,9.83x8.50x5.77,67.90,67.00,0.00,0.00,0.00,0.00,VTK,,0.00,Faceted,None,None,EX,VG,None,,,,,,,,9.83,8.50,5.77,,,"Feather, Cavity, Natural, Extra Facet",03/02/2025 12:00:00 AM,0.00,,Y,,6800.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-2720,,,,,,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=2233494235,ZEAL ZEST,HONG KONG,6800.00000,False,,1.156,,M
SOR26B,RAD,F L Y,VVS2,GIA,1232445612,,0.62000,1188.00000,0.00000,HONG KONG,5.16x4.30x3.00,69.90,64.00,0.00,0.00,0.00,0.00,ETK,,0.00,Polished,None,None,EX,VG,None,,Yellow,Fancy Light,,,,,5.16,4.30,3.00,,,"Cloud, Feather, Indented Natural",10/12/2024 12:00:00 AM,0.00,,Y,,0.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=1232445612,,HONG KONG,0.00000,False,,1.200,,A
VACH3A,CB,I,VVS1,GIA,6233493676,,11.35000,30566.25000,-35.65000,HONG KONG,16.44x12.21x7.88,64.60,61.00,0.00,0.00,0.00,0.00,STK to VTK,,0.00,Faceted,None,None,EX,EX,None,,,,,,,,16.44,12.21,7.88,,Clarity grade is based on internal graining that is not shown.,,18/02/2025 12:00:00 AM,0.00,,Y,,47500.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-2720,,,,,,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=6233493676,SIM GEMS USA INC,USA,30000.00000,False,,1.346,,M
DOSAR12A,HTB,E,SI2,GIA,2506436335,,3.23000,8646.11550,-47.59930,HONG KONG,8.93x10.11x6.15,60.90,60.00,0.00,0.00,0.00,0.00,STK to VTK,,0.00,Faceted,None,None,EX,EX,Faint,,,,,,,,8.93,10.11,6.15,http://image.simgems.com/images/DOSAR12A,"Additional twinning wisps, clouds, pinpoints and surface graining are not shown.","Twinning Wisp, Crystal, Feather",18/09/2024 12:00:00 AM,0.00,DOSAR12A,Y,,16500.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-2720,,,,,,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=2506436335,SIM GEMS DMCC,U.A.E,8085.00000,False,,0.883,,M
MESAR01A,CMB,J,VS2,GIA,7478708229,,3.10000,7426.98000,-38.62000,HONG KONG,9.61x7.60x5.21,68.50,58.00,0.00,0.00,0.00,0.00,STK to VTK,,0.00,Faceted,None,None,EX,VG,Faint,,,,,,,,9.61,7.60,5.21,http://image.simgems.com/images/MESAR01A,Additional clouds are not shown. Pinpoints are not shown.,"Crystal, Cloud, Feather, Needle",10/10/2023 12:00:00 AM,0.00,MESAR01A,N,,12100.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-2720,,,,,,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=7478708229,SIM GEMS DMCC,U.A.E,6534.00000,False,,1.264,,M
SAT1536,RD,D,SI1,GIA,2484402651,,0.90000,2517.57000,-45.27022,HONG KONG,6.14-6.19x3.85,62.40,60.00,34.00,13.50,41.80,44.50,MED to THK,Medium,4.50,Faceted,None,None,EX,EX,None,,,,,,,EX,6.19,6.14,3.85,,,"Crystal, Feather",23/01/2024 12:00:00 AM,50.00,,Y,,4600.00000,80.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=2484402651,,HONG KONG,2852.00000,False,,1.008,NFE,A
SAT1537,RD,G,IF,GIA,2354351185,,0.91000,3521.43000,-48.96478,HONG KONG,6.15-6.19x3.85,62.50,56.00,36.50,16.50,40.60,42.50,MED to THK,Medium,3.50,Faceted,None,None,EX,EX,None,,,,,,,EX,6.19,6.15,3.85,,,Minor Details Of Polish,01/06/2020 12:00:00 AM,50.00,,Y,,6900.00000,75.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=2354351185,,HONG KONG,9591.00000,False,,1.007,NFE,A
SAT1538,RD,G,VVS1,GIA,6425630235,,0.95000,3699.63000,-42.19328,HONG KONG,6.35-6.37x3.89,61.10,58.00,34.50,14.50,41.00,43.50,THN to MED,Thin,3.00,Faceted,None,None,EX,EX,None,,,,,,,EX,6.37,6.35,3.89,,,"Needle, Pinpoint, Feather, Indented Natural",10/03/2022 12:00:00 AM,55.00,,Y,,6400.00000,80.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=6425630235,,HONG KONG,4352.00000,False,,1.003,NFE,A
SAT1539,RD,F,VVS1,GIA,6472617176,,0.80000,3155.13000,-31.41022,HONG KONG,5.98-6.02x3.64,60.60,60.00,32.50,12.50,41.60,44.00,STK,,3.50,Faceted,None,None,EX,EX,None,,,,,,,EX,6.02,5.98,3.64,,,Feather,25/09/2023 12:00:00 AM,50.00,,Y,,4600.00000,75.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=6472617176,,HONG KONG,2898.00000,False,,1.007,NFE,A
SAT1541,RD,F,VVS1,GIA,2388247663,,0.75000,2669.04000,-41.97739,HONG KONG,5.80-5.82x3.63,62.50,56.00,35.50,15.50,40.80,43.00,MED to THK,Medium,3.50,Faceted,None,None,EX,EX,None,,,,,,,EX,5.82,5.80,3.63,,,"Pinpoint, Cavity",06/04/2021 12:00:00 AM,50.00,,Y,,4600.00000,80.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=2388247663,,HONG KONG,2990.00000,False,,1.003,NFE,A
SAT1542,RD,G,IF,GIA,6485596697,,0.71000,2163.15000,-48.49643,HONG KONG,5.85-5.88x3.45,58.80,58.00,31.50,12.50,41.00,43.50,MED,Medium,3.00,Faceted,None,None,EX,EX,None,,,,,,,EX,5.88,5.85,3.45,,,Minor Details Of Polish,19/02/2024 12:00:00 AM,45.00,,Y,,4200.00000,75.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=6485596697,,HONG KONG,2562.00000,False,,1.005,NFE,A
SAT1543,RD,G,VVS1,GIA,5486441140,,0.72000,2039.40000,-47.70769,HONG KONG,5.69-5.71x3.55,62.30,59.00,36.00,15.00,41.00,43.50,MED to THK,Medium,4.00,Faceted,None,None,EX,EX,None,,,,,,,EX,5.71,5.69,3.55,,,"Cloud, Feather",31/01/2024 12:00:00 AM,50.00,,Y,,3900.00000,75.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=5486441140,,HONG KONG,2379.00000,False,,1.004,NFE,A
SAT1544,RD,J,VVS2,GIA,5483501531,,0.73000,1120.68000,-46.63429,HONG KONG,5.73-5.77x3.59,62.40,57.00,36.50,16.00,40.60,43.00,MED to THK,Medium,3.50,Faceted,None,None,EX,EX,None,,,,,,,EX,5.77,5.73,3.59,,,"Needle, Pinpoint, Feather",08/02/2024 12:00:00 AM,50.00,,Y,,2100.00000,75.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=5483501531,,HONG KONG,1365.00000,False,,1.007,NFE,A
SAT1546,RD,K,IF,GIA,6362638667,,0.71000,1196.91000,-47.96043,HONG KONG,5.68-5.72x3.59,63.00,56.00,35.50,16.00,41.00,43.50,MED to THK,Medium,3.50,Faceted,None,None,EX,EX,None,,,,,,,EX,5.72,5.68,3.59,,,Minor Details Of Polish,17/11/2020 12:00:00 AM,50.00,,Y,,2300.00000,80.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=6362638667,,HONG KONG,1426.00000,False,,1.007,NFE,A
SAT1547,RD,G,VVS1,GIA,7498188183,,0.60000,1649.34000,-43.12621,HONG KONG,5.38-5.41x3.36,62.30,59.00,33.50,13.50,41.80,44.50,MED to THK,Medium,4.00,Faceted,None,None,EX,EX,None,,,,,,,EX,5.41,5.38,3.36,,,"Cloud, Feather",26/04/2024 12:00:00 AM,50.00,,Y,,2900.00000,80.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=7498188183,,HONG KONG,1914.00000,False,,1.006,NFE,A
SAT1548,RD,H,VVS1,GIA,5403295888,,0.60000,1377.09000,-42.62125,HONG KONG,5.37-5.40x3.35,62.20,56.00,35.50,15.50,40.60,43.00,MED to THK,Medium,4.00,Faceted,None,None,EX,EX,None,,,,,,,EX,5.40,5.37,3.35,,,"Pinpoint, Feather, Surface Graining",19/09/2021 12:00:00 AM,50.00,,Y,,2400.00000,80.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=5403295888,,HONG KONG,1525.00000,False,,1.006,NFE,A
SAT1549,RD,H,VVS1,GIA,2487441314,,0.60000,1377.09000,-42.62125,HONG KONG,5.39-5.40x3.30,61.20,58.00,34.50,14.50,40.60,42.50,STK,,4.00,Faceted,None,None,EX,EX,None,,,,,,,EX,5.40,5.39,3.30,,,"Pinpoint, Feather, Manufacturing Remnant",31/01/2024 12:00:00 AM,50.00,,Y,,2400.00000,80.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=2487441314,,HONG KONG,1525.00000,False,,1.002,NFE,A
SAT1550,RD,H,VVS2,GIA,5326823278,,0.62000,1285.02000,-44.12957,HONG KONG,5.45-5.46x3.37,61.80,59.00,35.50,14.50,41.00,43.50,THN to STK,Thin,3.50,Faceted,None,None,EX,EX,None,,,,,,,EX,5.46,5.45,3.37,,,"Needle, Pinpoint, Cloud, Indented Natural",19/07/2021 12:00:00 AM,55.00,,Y,,2300.00000,80.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=5326823278,,HONG KONG,1472.00000,False,,1.002,NFE,A
SAT1551,RD,H,VVS2,GIA,7382553504,,0.61000,1285.02000,-44.12957,HONG KONG,5.42-5.44x3.38,62.30,57.00,35.00,15.00,41.20,43.50,MED to THK,Medium,3.50,Faceted,None,None,EX,EX,None,,,,,,,EX,5.44,5.42,3.38,,,"Cloud, Pinpoint, Needle, Knot",05/05/2021 12:00:00 AM,50.00,,Y,,2300.00000,75.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=7382553504,,HONG KONG,1472.00000,False,,1.004,NFE,A
SAT1552,RD,I,VVS2,GIA,2486837198,,0.66000,1219.68000,-39.01600,HONG KONG,5.62-5.65x3.44,61.00,56.00,33.50,14.50,40.80,43.00,MED to THK,Medium,3.50,Faceted,None,None,EX,EX,None,,,,,,,EX,5.65,5.62,3.44,,,Pinpoint,18/03/2024 12:00:00 AM,50.00,,Y,,2000.00000,75.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=2486837198,,HONG KONG,1300.00000,False,,1.005,NFE,A
SAT1554,RD,I,VS1,GIA,6482373075,,0.62000,1080.09000,-43.15316,HONG KONG,5.43-5.46x3.37,61.90,58.00,36.00,15.50,40.80,43.00,MED to THK,Medium,4.00,Faceted,None,None,EX,EX,None,,,,,,,EX,5.46,5.43,3.37,,,"Crystal, Pinpoint",22/01/2024 12:00:00 AM,50.00,,Y,,1900.00000,75.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=6482373075,,HONG KONG,1235.00000,False,,1.006,NFE,A
SAT1555,RD,J,VVS1,GIA,2487596546,,0.61000,1022.67000,-43.18500,HONG KONG,5.36-5.39x3.37,62.70,59.00,36.00,15.00,41.00,43.50,STK,,4.00,Faceted,None,None,EX,EX,None,,,,,,,EX,5.39,5.36,3.37,,,"Pinpoint, Feather, Manufacturing Remnant",19/02/2024 12:00:00 AM,50.00,,Y,,1800.00000,80.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=2487596546,,HONG KONG,1170.00000,False,,1.006,NFE,A
SAT1556,RD,J,SI1,GIA,6441511077,,0.60000,787.05000,-43.78214,HONG KONG,5.50-5.54x3.27,59.20,61.00,32.50,12.50,41.00,43.50,MED to THK,Medium,3.50,Faceted,None,None,EX,EX,None,,,,,,,EX,5.54,5.50,3.27,,,Feather,29/08/2022 12:00:00 AM,50.00,,Y,,1400.00000,80.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=6441511077,,HONG KONG,1918.00000,False,,1.007,NFE,A
